ID,TAXONOMY,IS_HCP
6782,182,1
11181,207,0
26622,207,0
9776,207,0
105457,207,0
89915,207,0
85513,207,0
82903,207,0
22921,207,0
79797,207,0
107311,207,0
41953,207,0
110762,43,1
7667,50,1
63463,207,0
112743,207,0
110089,207,0
69942,207,0
77932,207,0
32760,149,1
39615,149,1
59970,149,1
55180,207,0
33835,207,0
33534,149,1
113332,207,0
23005,207,0
6886,172,1
64243,149,1
24187,207,0
38002,207,0
49454,143,1
14722,207,0
50096,43,1
110126,143,1
110577,207,0
85559,79,1
62093,207,0
110131,207,0
40345,207,0
75338,207,0
76156,207,0
48849,207,0
57108,207,0
32092,149,1
6825,207,0
35656,149,1
52622,207,0
72477,143,1
114240,86,1
41989,207,0
68032,207,0
57070,207,0
16036,207,0
2748,149,1
56184,207,0
94197,207,0
96273,50,1
100482,207,0
3649,207,0
107064,207,0
50543,207,0
109566,207,0
82582,143,1
8474,149,1
45607,207,0
84078,207,0
3320,207,0
33214,50,1
1439,207,0
106554,149,1
74982,207,0
73452,207,0
14603,207,0
76117,207,0
25934,18,1
78360,207,0
8753,207,0
43098,207,0
25213,207,0
39392,43,1
73433,207,0
21866,207,0
98867,207,0
10164,207,0
31161,207,0
82655,43,1
62152,43,1
75225,207,0
71808,207,0
8738,207,0
55659,207,0
47257,149,1
8109,207,0
76545,207,0
67689,207,0
48746,145,1
78078,207,0
32096,207,0
78216,207,0
108236,50,1
3281,207,0
102622,207,0
27252,149,1
101046,207,0
53433,207,0
11758,143,1
45996,149,1
50406,207,0
69916,207,0
19844,207,0
79496,207,0
44179,207,0
1292,50,1
16804,207,0
58476,149,1
104741,207,0
109392,149,1
28986,207,0
9161,207,0
52636,207,0
6763,207,0
15449,207,0
114124,144,1
110402,149,1
43894,207,0
108999,207,0
71830,207,0
45303,207,0
8566,207,0
66097,207,0
78290,207,0
19036,151,1
58351,207,0
43287,207,0
90416,207,0
105656,207,0
64431,207,1
2879,207,0
59356,207,0
105918,207,0
42648,207,0
10452,207,1
66483,193,1
32079,43,1
43467,60,1
58108,207,0
81710,207,0
1834,207,0
67870,207,0
45196,144,1
9971,207,0
91612,207,0
49498,207,1
51869,149,1
42600,143,1
1227,207,0
15500,207,0
26292,207,0
27187,207,0
36732,207,0
28904,207,0
86216,143,1
35080,207,0
100690,207,0
93016,143,1
29996,207,0
73563,149,1
106891,43,1
10915,207,0
1971,149,1
33739,207,0
27289,207,0
89325,207,0
31163,143,1
113698,207,0
105570,207,0
17607,207,0
35508,207,0
34476,149,1
68219,207,0
7695,207,0
83442,149,1
39741,207,0
110340,207,0
3639,149,1
100312,207,0
18841,207,0
13685,149,1
94408,207,0
105482,64,1
55669,207,0
47833,207,0
79986,207,0
78064,50,1
20403,143,1
65476,43,1
84357,149,1
83768,207,1
27382,207,0
100489,207,1
93786,149,1
96024,207,0
102183,207,0
48619,143,1
55661,207,0
103697,207,0
92085,185,1
46534,110,1
17756,59,1
110301,207,0
103848,207,0
13081,207,0
2946,207,0
21197,207,0
2055,143,1
68028,207,0
19443,143,1
90382,207,0
40629,207,0
1325,207,0
25019,207,0
105618,143,1
7926,207,0
12848,207,0
109623,131,1
107721,207,0
112959,207,0
7209,207,0
17230,207,0
28382,207,0
38593,207,0
85656,207,0
63529,207,0
22274,207,0
74421,207,0
34834,207,0
59146,207,0
111396,50,1
29428,207,0
8278,207,0
77994,143,1
100554,207,0
10938,207,0
90267,207,0
17241,207,1
81360,207,0
58011,207,0
5901,207,0
1135,207,0
62370,149,1
66391,43,1
20806,207,1
94492,207,0
15847,207,0
1586,207,0
87316,207,0
30902,207,0
40418,207,0
11753,149,1
58216,207,0
11406,207,0
91051,149,1
60559,207,0
110775,207,0
3181,207,0
33494,207,0
60637,207,0
83587,207,0
39838,207,0
68465,207,0
102565,149,1
58641,207,0
65484,207,0
55518,207,0
95872,43,1
58019,207,0
98413,207,0
65411,143,1
12115,207,0
11631,207,0
15819,207,0
100720,207,0
87870,207,0
27467,207,0
45746,207,0
54520,207,0
46002,207,0
49148,43,1
1576,207,0
47657,207,0
15728,143,1
62465,207,0
38935,207,0
13231,207,0
110187,207,0
113835,207,0
36175,144,1
15901,149,1
103890,207,0
23567,207,0
69767,207,0
102327,207,0
107182,207,0
101997,207,0
90247,207,0
42964,25,1
86213,143,1
67656,207,0
62785,207,0
70577,207,0
56757,207,1
103716,207,0
39512,207,0
110494,207,0
86748,76,1
72964,207,0
24169,207,0
2166,207,0
8027,207,0
88208,207,0
26130,207,0
28025,58,1
57425,207,0
59858,207,0
53307,207,0
29418,207,0
112548,143,1
101105,56,1
4787,207,1
111677,207,0
59281,207,0
18766,207,0
16743,207,1
2769,207,0
57545,207,0
52202,33,1
89388,207,0
79508,207,0
82878,50,1
32842,207,0
68425,207,0
62816,43,1
41366,207,0
110137,43,1
112372,207,0
6983,96,1
33646,112,1
82221,207,0
102254,62,1
26509,50,1
85885,207,0
49977,207,0
103568,207,1
81524,207,0
31066,207,0
87478,116,1
69122,207,0
13037,207,0
43304,207,0
43135,207,0
65016,207,0
71782,207,0
107488,149,1
73776,60,1
103189,207,0
95611,64,1
97902,207,0
30537,56,1
97351,207,0
97504,149,1
106805,207,0
47449,207,0
112000,207,0
40312,149,1
92186,43,1
38681,207,0
88069,207,0
74113,50,1
106099,207,0
92417,207,0
27790,43,1
107386,207,0
61692,143,1
90009,207,0
30870,207,0
39835,43,1
50676,207,0
48413,207,0
38150,207,0
81492,207,0
6905,143,1
93440,207,0
62999,182,1
43948,43,1
114447,207,0
39669,207,0
97829,207,0
22958,207,0
60574,207,0
20777,207,0
2323,207,0
66832,207,0
65771,207,0
70144,207,0
37276,207,0
79431,149,1
78107,143,1
55976,149,1
67786,43,1
30650,50,1
100874,207,0
108420,207,0
86464,207,0
111523,207,0
11697,207,0
55935,149,1
17444,207,0
12314,207,0
88904,207,0
105480,207,0
106434,149,1
90611,207,0
22090,207,0
106036,207,0
66799,207,0
90747,149,1
55744,207,0
26717,207,1
36486,207,0
97232,207,0
91431,207,0
109404,149,1
41811,207,0
54803,143,1
85803,207,0
71683,202,1
80294,76,1
35794,33,1
72057,207,0
51309,207,0
3350,149,1
11444,207,0
100738,207,0
105512,143,1
41836,207,0
27868,43,1
45971,207,0
110963,207,0
69752,207,0
52598,143,1
83030,207,0
12061,207,0
110208,207,0
113256,149,1
38201,207,0
43174,207,0
3877,207,0
60801,207,0
18550,149,1
102240,207,0
12555,207,0
24041,149,1
20222,207,0
94767,207,0
32754,207,0
73201,207,0
45475,207,0
97698,207,0
77894,143,1
93400,207,0
8757,207,0
2147,143,1
83377,207,0
36902,207,0
58502,160,1
20444,207,0
20708,207,0
7303,207,0
77678,207,0
105332,207,0
55178,207,0
17523,207,0
95328,207,0
84787,207,0
37281,207,0
1438,207,1
77727,207,0
36046,207,0
40355,207,0
41355,207,0
110656,160,1
60140,207,0
76734,207,0
22050,143,1
65273,207,0
45735,207,0
19597,207,0
67972,207,0
84550,207,0
51418,207,0
92661,207,0
78874,143,1
28052,149,1
46139,143,1
62913,207,0
61126,207,0
50192,143,1
113410,143,1
80869,207,0
55579,149,1
104971,207,0
39199,207,0
54211,149,1
25278,149,1
48052,207,0
52124,48,1
98014,149,1
26743,207,0
8105,207,0
114850,207,0
77357,207,0
23333,207,0
76467,149,1
19530,207,0
22718,207,0
88462,207,0
77136,156,1
34884,207,0
20737,207,0
23553,143,1
20575,33,1
66113,207,0
49154,207,0
43458,149,1
63929,143,1
107704,207,0
56885,207,0
70909,207,0
48811,207,0
69771,143,1
14099,207,0
57368,149,1
111589,207,0
30821,207,0
16105,149,1
95524,207,0
3175,207,0
60068,112,1
83984,207,0
85453,207,0
31082,156,1
41047,207,0
57704,207,0
46765,207,0
53006,79,1
70290,50,1
84588,43,1
40153,149,1
14712,207,0
29442,207,0
63609,207,0
48438,149,1
81002,207,0
110705,149,1
8029,50,1
86249,50,1
87160,61,1
57638,207,0
31419,207,0
75882,207,0
81273,207,0
74130,207,0
25011,207,0
61243,207,0
32790,207,0
20911,207,1
59301,207,0
1674,207,0
29650,207,1
46269,207,0
44242,207,0
48885,207,0
74792,149,1
73514,149,1
102185,149,1
20118,207,0
32468,43,1
81672,207,0
78624,207,0
86125,33,1
63721,207,0
37251,207,0
65983,143,1
113481,207,0
32588,207,0
90950,207,0
71095,207,0
82266,182,1
75326,149,1
104182,207,0
42174,149,1
110298,207,0
15371,207,0
5833,207,0
3997,143,1
23712,207,0
52724,207,0
45932,207,0
99953,149,1
18536,207,0
70463,207,0
7665,207,0
78786,207,0
74327,182,1
40562,207,0
39213,207,0
72707,207,0
70376,207,0
113765,207,0
34887,207,0
15162,207,0
83747,207,0
60085,43,1
19913,207,0
84799,149,1
77596,207,0
76249,207,0
3951,207,0
87661,60,1
14365,207,0
4566,193,1
80551,207,0
97140,33,1
103618,207,0
32388,207,0
114660,207,0
8041,207,0
59572,50,1
27035,207,0
110422,207,0
47749,60,1
56593,112,1
84917,149,1
82159,207,0
63106,207,0
50567,207,0
55404,207,0
75788,207,0
106945,76,1
96122,207,0
113082,149,1
76737,207,1
74842,207,0
77249,207,0
111664,50,1
22031,69,1
77599,207,0
74693,207,0
12797,207,0
86662,207,0
11341,207,0
14767,207,0
89543,50,1
6094,112,1
64623,207,0
107991,207,0
78612,207,0
34196,143,1
94688,207,0
12374,207,0
51373,207,0
107063,207,0
37421,207,0
27505,76,1
82173,207,0
74902,207,0
76392,207,0
24344,207,0
103612,207,0
61877,207,0
13548,207,0
66004,207,0
87640,207,0
42884,207,0
100619,207,0
91891,143,1
56890,207,0
64477,207,0
28757,207,0
67095,149,1
39531,207,0
112790,207,0
56311,149,1
49904,207,0
109448,207,0
27779,207,0
111424,207,0
106441,207,0
99192,207,0
110069,207,0
46984,207,0
107085,207,0
109154,207,0
14659,174,1
14591,207,0
17383,207,0
66137,207,0
73769,43,1
53503,207,0
89469,149,1
68095,25,1
60718,207,0
2619,207,0
78221,207,0
61046,207,0
36507,207,0
73483,207,0
72801,207,0
90697,207,0
101887,207,1
41576,207,0
114575,64,1
42298,207,0
96932,207,0
39059,207,0
35746,207,0
106086,143,1
80648,112,1
111361,50,1
58792,207,0
45798,207,0
48910,207,0
10559,207,0
94132,207,0
39239,207,0
113081,207,0
104219,207,1
32202,207,0
34294,207,0
97442,50,1
71169,207,0
105113,207,0
34585,50,1
49784,207,0
31670,207,0
94889,207,0
19251,207,0
84595,143,1
104640,207,0
62557,112,1
34152,207,0
110275,207,0
9845,207,0
11475,207,0
70989,207,0
9217,50,1
42470,207,0
68368,207,0
17213,207,0
75083,207,0
60283,207,0
10503,207,0
103744,207,0
62365,144,1
16977,143,1
90592,207,0
6719,207,0
46288,149,1
80639,149,1
88027,207,1
9502,189,1
86863,50,1
1986,207,0
42513,207,0
42321,207,0
83809,149,1
36367,207,1
76801,207,0
83901,207,0
104331,207,0
18420,207,0
37751,149,1
92053,207,0
94361,76,1
7105,207,0
95547,207,0
42184,207,0
104703,143,1
59762,207,0
93482,43,1
79103,207,0
34500,207,0
92169,207,0
19854,207,0
71559,143,1
56298,207,0
15532,207,0
82075,207,0
108812,207,0
64670,207,0
73522,207,0
113915,207,0
55804,143,1
12408,207,0
22449,207,0
26691,207,0
111272,149,1
110816,207,0
43684,207,0
28688,207,0
80438,207,0
101871,207,0
113015,207,0
110924,149,1
6620,207,0
111574,207,0
21973,207,0
58716,207,0
19556,207,0
46536,207,0
98778,207,0
16882,207,0
57523,149,1
50359,207,0
29497,207,0
79506,149,1
9940,149,1
6070,207,0
33269,207,0
82780,207,0
14568,207,0
102780,207,0
78901,207,0
25913,207,0
6360,155,1
19631,207,0
84166,207,0
33360,207,0
67285,207,0
12169,43,1
55866,207,0
84814,207,0
1136,207,0
7553,207,0
42166,207,0
97421,207,0
66657,207,1
16285,207,0
79440,207,0
4345,143,1
23537,207,0
89087,207,0
36559,207,0
39805,207,1
96249,207,0
55309,207,0
2249,207,0
20691,207,0
32039,207,0
108256,143,1
56871,143,1
94068,207,0
95873,207,0
43687,207,0
94996,207,0
64423,207,0
41273,149,1
105601,50,1
19295,207,0
46289,207,0
40526,144,1
56385,143,1
42895,207,0
51400,143,1
10094,207,0
66002,151,1
49773,149,1
4255,207,0
9881,43,1
64385,207,0
101464,207,1
58409,207,0
22570,207,0
110597,143,1
10775,207,0
94283,207,0
18527,207,0
57140,207,0
37012,207,0
22019,207,0
34805,207,0
15645,143,1
55356,207,1
91839,207,1
28148,207,0
18519,149,1
54079,143,1
93805,207,0
72972,149,1
2551,155,1
52072,207,0
94135,149,1
30136,207,0
74361,207,0
48914,207,0
74952,207,0
111431,149,1
54037,207,0
100045,207,0
68037,207,0
114122,43,0
86057,207,0
49112,207,0
60772,207,0
98908,70,1
64677,207,0
106102,207,0
14241,207,0
3450,207,0
59616,43,1
23269,207,0
96044,207,0
78146,207,0
53835,207,0
71618,207,0
107339,149,1
81893,207,0
19966,60,1
22437,207,0
64515,207,0
85031,207,0
15702,207,0
85427,207,0
31032,207,0
2009,207,1
30980,207,0
69082,207,0
82740,207,0
15020,207,0
91324,43,1
114146,207,0
88039,207,0
67386,207,0
20161,207,0
2442,207,0
105871,207,0
49324,207,0
33846,207,0
110478,207,0
23725,43,1
23201,207,0
29013,207,0
59314,149,1
91480,207,0
35202,207,0
16836,207,0
19572,207,0
110047,151,1
101899,207,0
108009,207,0
14002,43,1
70766,207,0
29566,207,0
111686,143,1
30063,43,1
16369,43,1
114400,43,1
74851,207,0
74522,207,0
86841,207,0
86899,207,0
16315,207,0
30619,144,1
97240,207,0
11033,149,1
48349,207,0
103447,207,0
110458,149,1
14530,207,0
82672,207,0
1378,149,1
53368,207,0
93989,149,1
44054,108,1
83999,207,0
4167,207,0
53383,207,0
113503,207,0
50638,207,0
67980,143,1
3048,207,0
106080,207,0
65781,149,1
3534,207,0
76383,143,1
106095,149,1
9677,207,0
12270,143,1
85618,127,1
92486,207,0
52726,60,1
90049,207,0
52450,207,0
22380,207,0
78393,207,0
75759,207,0
4628,207,0
62250,207,0
71896,207,0
28648,207,0
104909,207,0
56991,207,0
30268,207,0
96886,207,0
105087,207,0
101896,207,0
41401,207,0
93103,207,0
87921,207,0
24241,207,0
53992,207,0
21365,143,1
59357,207,0
62297,149,1
35000,43,1
65530,207,0
28120,207,0
11409,43,1
34608,207,0
93089,207,0
26811,207,0
90758,207,0
105253,207,0
114924,207,0
50846,207,0
49221,207,0
98911,143,1
71049,143,1
29268,207,0
7599,207,0
45659,207,0
97834,149,1
27744,207,0
94730,207,0
30187,207,0
96623,207,0
104820,207,0
11889,207,0
81604,149,1
18416,207,0
47914,207,1
18979,207,0
91843,207,0
114113,207,0
83179,207,1
27760,43,1
43510,207,0
103601,207,0
23072,207,0
29643,207,0
102694,207,0
14109,149,1
31093,207,0
34627,207,0
90397,207,0
29638,207,0
27538,143,1
15247,207,0
97970,207,0
93139,207,0
63251,207,0
105637,207,0
6041,207,0
47598,207,0
24620,207,0
47552,207,0
56629,207,0
1177,207,0
38064,207,0
95837,43,1
47602,207,0
34791,143,1
68247,50,1
40598,149,1
91993,143,1
8317,207,0
100149,207,0
34426,112,1
93538,207,0
104353,43,1
22873,207,0
82888,207,0
46274,207,0
4900,143,1
17394,207,0
33227,207,0
5421,149,1
45876,207,0
19540,121,1
92382,207,0
11408,43,1
29793,207,0
48535,207,0
75982,207,0
80640,50,1
19650,207,0
93306,207,0
2122,149,1
24345,207,0
30548,143,1
95532,43,1
15337,207,0
24270,207,0
104922,149,1
75020,207,0
100001,207,0
55855,207,0
35273,149,1
103572,207,0
17371,60,1
114168,207,0
31302,207,0
11022,207,0
86222,143,1
6199,207,0
57304,43,1
32130,50,1
111983,149,1
99856,207,0
72476,207,0
92901,207,0
24638,149,1
47867,149,1
27107,207,0
57052,149,1
54820,207,0
81118,207,0
90281,207,0
55726,207,0
104803,207,0
53441,207,0
109804,207,1
71809,112,1
93922,207,0
60483,207,0
21903,207,1
97747,207,1
9570,43,1
103449,207,0
69064,207,0
36602,207,0
52647,207,0
62653,207,0
25244,207,0
82297,143,1
5497,70,1
28105,207,0
29711,207,0
43375,207,0
20530,33,1
58672,143,1
45318,50,1
40086,207,0
22157,143,1
80893,207,0
105071,207,0
55407,207,0
20162,207,0
39733,149,1
89589,207,0
109292,207,0
68897,207,0
2448,207,0
24368,207,0
86714,207,0
10359,207,0
37142,207,0
27025,207,0
109582,207,0
27117,207,0
111620,207,0
43335,207,0
8546,207,0
26681,143,1
44610,143,1
39626,207,0
97591,143,1
40068,50,1
38713,207,0
10661,149,1
10159,207,0
33185,207,0
51816,207,0
109792,149,1
101403,207,0
27582,207,0
110450,207,0
48933,207,0
72331,207,0
55860,207,0
58786,207,0
29721,149,1
20453,149,1
44696,207,0
19123,60,1
49982,207,0
78773,207,0
57313,207,0
112554,207,0
7725,31,1
7793,207,0
9094,207,0
9116,207,1
99194,50,1
20031,207,0
105551,207,0
114023,207,0
34253,207,0
36239,207,0
100011,207,0
31382,207,0
74942,143,1
70906,207,0
12119,149,1
113631,207,0
33244,207,0
89158,43,1
99904,207,0
45445,43,1
96187,143,1
17521,207,0
11425,207,0
111771,207,0
76927,207,0
27244,145,1
91488,149,1
51505,151,1
4223,151,1
69076,207,0
29971,207,0
69115,207,0
97085,207,0
87604,207,0
75170,207,0
45950,207,0
18860,207,0
107939,193,1
94353,207,0
58861,207,0
29680,207,0
62149,207,0
82573,50,1
69653,207,0
97770,207,0
104234,207,0
95864,207,0
99516,43,1
43954,149,1
68887,207,0
98224,149,1
30525,149,1
62854,207,0
32838,207,0
83906,207,0
104305,207,0
60364,207,0
94546,207,0
13331,143,1
52599,207,0
78349,207,0
52486,207,0
65470,43,1
109816,207,0
37077,207,0
34414,207,0
110105,43,1
10527,207,0
72814,207,0
65381,143,1
6672,207,0
36340,143,1
112275,43,1
106338,207,0
19988,207,0
66148,207,0
106203,207,0
109743,207,0
82669,207,0
100853,207,0
9135,143,1
30510,149,1
40152,86,1
114470,207,0
39064,207,0
91968,207,0
21296,207,0
15187,207,0
96111,207,0
37064,207,0
30882,207,0
28643,207,0
13436,43,1
89967,207,0
105154,207,0
17784,207,0
21672,207,0
10210,207,0
17184,207,0
111394,207,1
113104,207,0
3290,207,0
94048,176,1
70623,207,0
112565,207,0
41118,207,1
13175,207,0
42885,149,1
54938,207,0
108144,207,0
68602,207,0
64818,207,0
80617,207,0
102087,207,0
57608,50,1
55965,207,0
86888,207,0
14769,207,0
72545,207,0
57300,207,0
43243,141,1
15546,207,0
63054,207,0
77165,50,1
75297,207,1
39157,149,1
33663,207,0
108146,207,0
113100,207,0
101383,207,0
46736,207,1
30232,149,1
47187,207,0
59341,50,1
110443,207,0
76755,143,1
38400,149,1
65665,207,0
100360,143,1
45271,112,1
7946,207,0
1967,207,0
84924,207,0
75612,43,0
55023,207,0
11011,143,1
35668,207,0
56671,207,0
49538,207,0
22760,207,0
83167,207,0
92144,207,0
12495,143,1
15903,207,0
90897,207,0
69272,207,0
25038,207,0
71993,207,0
37750,143,1
60256,207,0
90736,207,0
84063,207,0
75928,207,0
45277,60,1
77120,43,1
17816,207,0
80921,207,0
12097,207,0
88457,207,0
53012,207,0
62748,207,0
103460,62,1
88384,207,0
56063,207,0
36440,144,1
83914,207,0
47963,143,1
106160,207,0
98654,43,1
73951,143,1
87231,207,0
73319,207,0
42306,207,0
105467,58,1
64720,43,1
70365,149,1
25369,207,0
50420,207,0
36760,149,1
31143,207,0
19876,143,1
104373,149,1
44188,207,0
90854,207,0
58579,149,1
79185,207,0
113517,207,0
10680,207,0
78505,207,0
54854,143,1
83424,207,0
52705,149,1
84052,50,1
96924,149,1
47120,207,0
21714,207,0
71841,207,0
47081,207,1
73000,207,0
87867,86,1
24679,143,1
31865,207,0
70633,207,0
35256,207,0
47966,143,1
16125,151,1
76862,207,0
12700,207,0
87715,207,0
110981,207,0
14191,207,0
45795,207,0
74467,143,1
26044,207,0
4000,149,1
56001,207,0
2391,79,1
9960,207,0
83335,43,1
63229,149,1
33666,207,0
109934,207,0
75369,207,0
108742,149,1
63175,207,0
60525,207,0
30442,207,0
5206,207,0
74070,207,0
50965,207,0
98700,50,1
3239,207,0
47891,143,1
76045,207,0
25813,207,0
111339,149,1
8402,207,0
89818,207,0
51590,207,0
12127,207,0
49540,43,1
99725,143,1
110104,207,0
83927,207,0
11844,149,1
88305,143,1
65117,143,1
28072,207,0
20916,207,0
26996,207,0
29020,207,0
68886,207,0
31496,207,0
110826,207,0
100704,43,1
53280,143,1
8126,207,0
74672,207,0
3528,207,0
97738,207,0
96860,149,1
105006,207,0
53526,149,1
3087,207,0
63871,207,0
112479,207,0
40046,143,1
14615,207,0
7730,207,0
1482,207,0
102266,207,0
62689,149,1
106790,207,0
18498,149,1
97247,43,1
4905,207,0
28262,189,1
28584,207,0
105433,207,0
86035,207,0
60445,50,1
63011,207,0
87958,207,0
94253,149,1
32640,207,0
109144,207,0
44983,207,0
7836,207,0
101455,143,1
75168,207,1
7097,43,1
26768,207,0
109183,207,0
64235,207,0
72183,207,0
21238,207,0
65282,207,0
102023,143,1
36310,207,0
82399,207,0
8837,207,0
71446,149,1
94682,149,1
19568,37,1
33179,207,0
73459,207,0
60836,207,0
33979,207,0
46258,207,0
46549,207,0
32299,207,0
50440,207,1
78499,207,0
77876,207,1
91878,143,1
1633,207,0
8295,207,0
46545,207,0
61718,207,0
8728,207,0
97680,143,1
39690,207,0
75468,176,1
89801,207,0
103416,149,1
94128,207,0
104072,207,0
8706,207,0
41445,92,1
8778,207,0
92185,110,1
47632,207,0
78480,149,1
1579,207,0
40263,207,0
39284,207,0
80114,76,1
53971,149,1
93772,46,1
45634,207,0
59633,207,0
72420,43,1
54657,207,1
9139,207,0
62231,207,0
40244,149,1
64426,207,0
53940,143,1
112578,207,0
114809,207,0
23386,207,0
58495,149,1
103136,112,1
59491,207,0
96091,207,0
74905,143,1
25764,207,0
100543,149,1
9052,207,0
95319,46,1
11239,207,0
107318,207,0
97138,207,0
36193,43,1
72134,207,0
87980,160,1
104395,207,0
23307,149,1
42081,207,0
103820,149,1
56800,207,0
46132,207,0
44107,207,0
49460,207,0
56106,149,1
49351,149,1
92383,207,0
62507,151,1
47698,207,0
101717,207,0
84208,207,0
109261,182,1
60210,207,0
58556,149,1
79082,143,1
112483,160,1
26621,143,1
28470,207,0
94175,207,0
6212,143,1
22291,207,0
17559,207,0
13299,207,0
34779,207,0
99319,207,0
3781,207,0
29140,143,1
63141,149,1
66320,207,0
100817,207,0
16873,207,0
58954,207,0
65441,149,1
40172,150,1
83621,207,0
44036,207,0
89786,207,0
22591,207,0
109243,207,0
21071,207,0
90504,207,0
114349,207,0
77687,207,0
50399,207,0
32711,50,1
33590,207,0
32199,207,0
113553,207,0
46496,207,0
83919,207,0
69240,207,0
97837,207,0
103061,207,0
72961,207,0
64521,207,0
50170,207,0
109288,149,1
93280,207,0
38586,207,0
28659,149,1
25129,207,0
19474,66,1
43678,149,1
93302,50,1
23472,207,0
91750,207,0
89884,207,0
29600,207,0
63335,33,1
52391,207,0
109354,207,0
55010,207,0
92342,69,1
5373,207,0
76157,86,1
30243,149,1
113744,50,1
97865,207,0
19662,207,0
84343,207,0
108526,207,0
21038,143,1
6047,207,0
12186,207,0
51657,207,0
65433,207,0
106747,43,1
37407,207,0
75998,207,0
38692,33,1
73457,207,0
98569,207,0
92041,207,0
61402,207,0
39824,43,1
44693,207,0
53929,207,0
46226,50,1
33430,207,0
108162,207,0
105052,143,1
106159,207,0
81265,73,1
12839,149,1
63201,33,1
98932,207,0
83694,207,0
98993,149,1
6224,207,0
90092,207,0
91044,50,1
3263,207,0
1469,207,0
8332,207,0
97764,207,0
100164,207,0
86529,207,0
80705,207,0
77492,80,1
69073,207,0
112214,207,0
53320,207,0
69825,56,1
49400,207,0
96893,33,1
77094,207,0
1162,207,0
104553,207,0
35116,149,1
107639,207,0
81262,207,0
104313,207,0
62116,207,0
101744,207,0
46628,207,0
65177,143,1
27704,207,0
19334,207,0
77361,207,0
24769,207,0
101488,207,0
100415,207,0
13723,207,0
35022,145,1
3312,143,1
105020,207,0
113957,207,0
41268,207,0
91218,43,1
92327,207,0
91638,207,1
83907,207,0
44864,207,0
11777,43,1
22218,143,1
94317,207,0
48748,207,0
21396,207,0
36712,149,1
23963,207,0
101139,207,0
85281,207,0
108307,207,0
12542,207,0
100055,143,1
60429,143,1
7323,207,0
53701,143,1
53571,207,0
65916,207,0
45800,43,1
76051,207,0
53729,207,1
19750,207,0
79623,143,1
52993,207,0
13054,137,1
23101,207,0
84613,207,0
13187,149,1
46889,207,0
100764,207,0
42294,207,0
101583,207,0
62307,149,1
92949,207,0
33460,143,1
41988,118,1
110031,207,0
14675,9,1
76246,207,0
42132,149,1
75104,207,0
83955,207,0
1172,207,0
77095,50,1
32354,207,0
72496,207,0
44275,207,0
39607,207,0
78869,207,0
26726,207,1
64153,207,0
80285,143,1
98181,207,0
81003,207,0
69490,43,1
56466,149,1
1380,207,0
111909,207,0
7810,143,1
51992,207,0
31547,207,0
87029,149,1
101884,207,0
53561,207,0
110438,207,0
102369,207,0
63337,207,0
45433,207,0
33731,207,0
52473,207,0
84627,207,0
35096,207,0
98151,207,0
29046,207,0
6347,207,0
31045,143,1
69001,76,1
70245,207,0
69519,207,0
17114,149,1
3179,43,1
90086,207,0
6760,207,0
2573,149,1
101099,207,0
96216,207,0
10999,50,1
64786,207,0
104992,43,1
14620,207,0
31351,207,0
66531,43,1
22085,149,1
104080,207,0
93411,207,0
76007,207,0
64708,207,0
64073,207,0
6277,207,0
111661,207,0
53982,207,0
59634,207,0
9458,207,0
103065,207,0
109646,207,0
57784,151,1
110157,207,0
74483,43,1
27091,207,0
32103,207,0
63419,43,1
46185,50,1
28987,207,0
98443,207,0
48126,207,0
5942,207,0
110239,207,0
42147,207,0
33990,143,1
94223,207,0
47917,207,0
63361,207,0
40774,207,0
76827,143,1
74605,207,0
27137,147,1
15171,207,0
81493,207,0
90884,149,1
33056,207,0
18406,207,0
3772,149,1
44431,207,0
27977,207,0
94395,149,1
14291,76,1
96070,149,1
63586,207,0
21210,143,1
52890,207,0
25408,207,0
79154,149,1
109466,207,0
63007,207,0
11551,149,1
47593,207,0
41342,207,0
17233,143,1
50124,149,1
8364,43,1
19995,143,1
105079,207,0
80446,50,1
20864,50,1
66321,207,0
91459,207,0
36497,207,0
71116,207,0
54978,56,1
69698,207,0
50164,207,0
82894,50,1
101785,207,0
11054,143,1
9443,207,0
12724,207,0
31827,207,0
7556,66,1
58447,149,1
48904,207,0
86049,207,0
58637,149,1
64975,207,0
11437,207,0
45837,207,0
42170,207,0
57931,207,0
84975,207,0
75910,207,1
25869,207,0
91850,145,1
9287,207,0
69406,207,0
9232,167,1
34675,207,0
21259,207,0
22790,207,0
85402,207,0
66611,207,0
51777,207,1
65775,207,0
93910,207,0
95299,207,0
16636,207,0
104380,207,0
28718,207,0
94777,43,1
102941,207,0
61130,207,0
69945,207,0
80845,207,0
86842,143,1
7703,207,0
40327,207,0
10642,207,0
82956,50,1
90613,112,1
3514,207,0
58089,207,0
105003,207,0
20391,207,0
44495,207,0
113108,207,0
54359,207,0
2453,156,1
35644,207,0
112426,207,0
31363,207,0
44064,143,1
94803,207,0
9518,207,0
74527,43,1
39333,207,0
38267,207,0
21015,149,1
57635,207,0
64842,207,0
91200,207,0
107093,207,0
99144,207,0
89539,152,1
46406,207,0
101254,207,0
20102,50,1
46612,207,0
85188,207,0
41896,144,1
67231,207,0
33348,207,0
74979,207,0
103334,207,0
79475,207,0
44296,207,0
95046,207,0
79317,207,0
38361,143,1
84959,207,0
27487,207,0
10995,207,0
5570,207,0
65493,43,1
87263,207,0
20186,207,0
13247,149,1
93338,207,0
